Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
P32455;H3BNS1;Q9H0R5-4;P32456	P32455	21;4;4;1	21;4;4;1	17;0;0;1	Interferon-induced guanylate-binding protein 1	GBP1	4	21	21	17
P32780-2;P32780;E9PI26;E9PM51	P32780-2;P32780;E9PI26	3;3;2;1	3;3;2;1	3;3;2;1	General transcription factor IIH subunit 1	GTF2H1	4	3	3	3
P32929-2;P32929-3;P32929	P32929-2;P32929-3;P32929	6;6;6	6;6;6	6;6;6	Cystathionine gamma-lyase	CTH	3	6	6	6
P32969;D6RAN4;E7ESE0;A0A2R8Y5Y7;H0Y9V9;H0Y9R4	P32969;D6RAN4;E7ESE0;A0A2R8Y5Y7	14;11;10;10;6;5	14;11;10;10;6;5	14;11;10;10;6;5	60S ribosomal protein L9	RPL9	6	14	14	14
P33176	P33176	101	101	80	Kinesin-1 heavy chain	KIF5B	1	101	101	80
P33240-2;P33240;E9PID8;E7EWR4;A0A0A0MT56	P33240-2;P33240;E9PID8;E7EWR4	14;14;13;13;5	10;10;9;9;3	10;10;9;9;3	Cleavage stimulation factor subunit 2	CSTF2	5	14	10	10
P33316-2;H0YNJ9	P33316-2;H0YNJ9	12;9	12;9	1;1	Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial	DUT	2	12	12	1
P33991;A0A3B3IU45;A0A3B3IT92;A0A3B3IS57;E5RG31;A0A3B3ITP6;A0A3B3IRR8;E5RFR3;E5RG53;A0A3B3ISC1	P33991;A0A3B3IU45;A0A3B3IT92;A0A3B3IS57;E5RG31;A0A3B3ITP6	72;71;70;62;55;55;15;2;1;1	72;71;70;62;55;55;15;2;1;1	71;70;69;61;54;55;15;2;1;1	DNA replication licensing factor MCM4	MCM4	10	72	72	71
P33992;B1AHB1;B1AHB2;B1AHA9;F8WFD7	P33992;B1AHB1	56;52;12;12;4	56;52;12;12;4	56;52;12;12;4	DNA replication licensing factor MCM5;DNA helicase	MCM5	5	56	56	56
P33993;P33993-3;P33993-2;C9J8M6	P33993;P33993-3;P33993-2	74;50;38;11	74;50;38;11	74;50;38;11	DNA replication licensing factor MCM7	MCM7	4	74	74	74
P34896-2;P34896;P34896-3;J3KRZ5;P34896-4;J3KRK5;A0A087WTD8	P34896-2;P34896;P34896-3;J3KRZ5;P34896-4	26;26;24;13;13;8;1	25;25;23;13;12;8;1	25;25;23;13;12;8;1	Serine hydroxymethyltransferase, cytosolic	SHMT1	7	26	25	25
P34897;P34897-3;P34897-2;H0YIZ0;G3V2Y4;G3V5L0;G3V4W5;G3V540;G3V2E4;G3V2W0;G3V4X0;G3V4T0;G3V3Y8;G3V241;G3V3C6;G3V2Y1;G3V2D2	P34897;P34897-3;P34897-2;H0YIZ0	56;55;52;30;25;19;17;14;11;11;10;10;10;10;4;3;2	56;55;52;30;25;19;17;14;11;11;10;10;10;10;4;3;2	55;54;51;30;24;18;16;13;11;11;10;10;10;10;4;3;1	Serine hydroxymethyltransferase, mitochondrial;Serine hydroxymethyltransferase	SHMT2	17	56	56	55
Q53FA3;P34931	Q53FA3;P34931	18;18	3;3	3;3	Heat shock 70 kDa protein 1-like	HSPA1L	2	18	3	3
P34932;A0A087WYC1;A0A087WTS8;P34932-2	P34932;A0A087WYC1	96;70;46;13	96;70;46;13	91;65;43;13	Heat shock 70 kDa protein 4	HSPA4	4	96	96	91
P35221;G3XAM7;P35221-2;P35221-3;E5RIB1;E5RJZ2;E5RHV7;A0A0A0MRI5;E5RIT8;A0A0A0MTJ6;E5RJ41;E5RGY6;E5RJL0;E5RIE0;E5RG03;E5RFM3;P26232-2;P26232-5;P26232-3;P26232-6;P26232-4;P26232	P35221;G3XAM7;P35221-2;P35221-3	6;5;5;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	6;5;5;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	6;5;5;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	Catenin alpha-1	CTNNA1	22	6	6	6
P35232;C9JZ20;E7ESE2;E9PCW0;C9JW96;P35232-2;D6RBK0	P35232;C9JZ20;E7ESE2;E9PCW0;C9JW96;P35232-2	9;7;7;7;7;5;4	9;7;7;7;7;5;4	9;7;7;7;7;5;4	Prohibitin	PHB	7	9	9	9
P35236-3;H7C5I3;J3KR55;P35236;P35236-2;C9JBA9;F8WF66;E9PE54;C9IYI6;E7EUM0	P35236-3;H7C5I3;J3KR55;P35236;P35236-2;C9JBA9;F8WF66;E9PE54;C9IYI6;E7EUM0	4;3;3;3;3;2;2;2;2;2	4;3;3;3;3;2;2;2;2;2	4;3;3;3;3;2;2;2;2;2	Tyrosine-protein phosphatase non-receptor type 7	PTPN7	10	4	4	4
P35240-4;P35240-6;P35240-5;P35240-3;P35240;P35240-2;P35240-8;P35240-10;P35240-7	P35240-4;P35240-6;P35240-5;P35240-3;P35240;P35240-2;P35240-8	9;9;9;9;9;9;8;2;2	9;9;9;9;9;9;8;2;2	9;9;9;9;9;9;8;2;2	Merlin	NF2	9	9	9	9
P35241;A0A2R8Y5S7;P35241-5;A0A2R8Y7M3;P35241-4;P35241-2;E9PNV3;P35241-3;A0A2R8Y5P0;E9PQ82;A0A2R8Y4H6;E9PKN5	P35241;A0A2R8Y5S7;P35241-5;A0A2R8Y7M3;P35241-4	38;37;37;34;29;12;7;7;6;6;4;1	16;15;15;12;14;12;2;2;2;1;4;1	16;15;15;12;14;12;2;2;2;1;4;1	Radixin	RDX	12	38	16	16
P35244;B5MC59	P35244;B5MC59	11;6	11;6	11;6	Replication protein A 14 kDa subunit	RPA3	2	11	11	11
P35250;P35250-2;A0A087WVY3;H7C5P4;H7C5Q7;F8WC37;H7C5A0;H7C5G4;H7C5P1;H7C5S7;H7C596	P35250;P35250-2;A0A087WVY3	18;14;9;6;3;3;3;3;2;1;1	18;14;9;6;3;3;3;3;2;1;1	18;14;9;6;3;3;3;3;2;1;1	Replication factor C subunit 2	RFC2	11	18	18	18
P35251-2;P35251;A0A1W2PP02;H0Y8U4;H0Y9P8;E0CX09;D6RAD2	P35251-2;P35251	18;18;6;3;1;1;1	18;18;6;3;1;1;1	18;18;6;3;1;1;1	Replication factor C subunit 1	RFC1	7	18	18	18
P35268;K7EMH1;K7ERI7;K7ELC4;K7EP65;K7EKS7;K7EJT5	P35268;K7EMH1;K7ERI7;K7ELC4;K7EP65;K7EKS7	8;7;7;6;4;4;2	8;7;7;6;4;4;2	6;5;5;4;4;4;2	60S ribosomal protein L22	RPL22	7	8	8	6
P35269;M0QXD6;M0R0R9;M0R0Z3	P35269;M0QXD6;M0R0R9	26;18;14;10	26;18;14;10	26;18;14;10	General transcription factor IIF subunit 1	GTF2F1	4	26	26	26
P35573;P35573-2;P35573-3;A0A1C7CYW1	P35573;P35573-2;P35573-3	37;35;35;1	37;35;35;1	37;35;35;1	Glycogen debranching enzyme;4-alpha-glucanotransferase;Amylo-alpha-1,6-glucosidase	AGL	4	37	37	37
P35579;Q5BKV1;B1AH99;A0A2R8Y4C3;A0A0C4DFM8;A0A2R8Y454	P35579	282;27;12;6;2;1	282;27;12;6;2;1	100;15;11;0;0;0	Myosin-9	MYH9	6	282	282	100
P35580;P35580-3;P35580-5;P35580-2;P35580-4;E7ERA5	P35580;P35580-3;P35580-5;P35580-2;P35580-4	195;193;191;191;189;17	173;171;169;169;167;15	163;161;159;159;157;15	Myosin-10	MYH10	6	195	173	163
P35606;P35606-2;D6R997;D6RBZ7;D6RCL6;D6RBG7;D6RBT6;H0Y938;H0YAC7	P35606;P35606-2	29;28;5;4;4;4;4;4;3	29;28;5;4;4;4;4;4;3	29;28;5;4;4;4;4;4;3	Coatomer subunit beta	COPB2	9	29	29	29
P35611;P35611-3;E7EV99;E7ENY0;P35611-2;P35611-6;P35611-4;H0Y9H2;P35611-5;A0A0A0MSR2;D6RF25;D6RJE2;D6RAH3;H0YFD8;H0YG19;P35612	P35611;P35611-3;E7EV99;E7ENY0;P35611-2;P35611-6;P35611-4;H0Y9H2;P35611-5	18;18;17;17;17;17;16;10;10;8;7;5;5;3;1;1	18;18;17;17;17;17;16;10;10;8;7;5;5;3;1;1	17;17;17;17;17;17;16;10;10;8;7;5;5;3;1;0	Alpha-adducin	ADD1	16	18	18	17
P35626;Q8N433;H7C099	P35626;Q8N433	11;6;1	4;1;1	4;1;1	Beta-adrenergic receptor kinase 2	ADRBK2	3	11	4	4
P35658-2;P35658-4;P35658;P35658-3;P35658-5;A0A0A0MSW3;H0YF36;H0Y837;E9PKD2;B7ZAV2;H0YDS4	P35658-2;P35658-4;P35658;P35658-3;P35658-5;A0A0A0MSW3	27;27;27;27;25;20;6;4;3;3;2	27;27;27;27;25;20;6;4;3;3;2	27;27;27;27;25;20;6;4;3;3;2	Nuclear pore complex protein Nup214	NUP214	11	27	27	27
P35659;P35659-2;B4DFG0;H0Y8X0;D6R9L5;D6RDA2;H0Y993	P35659;P35659-2;B4DFG0;H0Y8X0;D6R9L5	17;13;12;11;10;8;5	17;13;12;11;10;8;5	17;13;12;11;10;8;5	Protein DEK	DEK	7	17	17	17
P35716;Q06945	P35716;Q06945	2;2	2;2	2;2	Transcription factor SOX-11;Transcription factor SOX-4	SOX11;SOX4	2	2	2	2
P35790;P35790-2;E9PM06	P35790;P35790-2	6;6;2	6;6;2	6;6;2	Choline kinase alpha	CHKA	3	6	6	6
P35813;P35813-3;P35813-2;E9PKB5;E9PJN3;E9PL75	P35813;P35813-3;P35813-2	20;20;14;8;3;2	20;20;14;8;3;2	16;16;10;5;2;1	Protein phosphatase 1A	PPM1A	6	20	20	16
P35998;A0A1W2PQS1;P35998-2;C9JLS9	P35998;A0A1W2PQS1;P35998-2	44;39;28;14	44;39;28;14	44;39;28;14	26S protease regulatory subunit 7	PSMC2	4	44	44	44
P36402-5;P36402-7;P36402-11;B7WNT5;P36402;P36402-15;P36402-13;P36402-9;P36402-3;P36402-6;P36402-4;P36402-12;P36402-16;P36402-8;P36402-14;P36402-10;P36402-2;Q5JRY5;Q5VVR7;E2GH26;C6ZRJ7;Q9NQB0;H0YAR8;A0A0D9SGH8;E5RHL1;A0A1B0GUV5;Q9NQB0-2;Q9NQB0-6;Q9NQB0-11;Q9NQB0-8;A0A0A0MTL7;Q9NQB0-13;Q9NQB0-17;C6ZRJ6;Q5JRY3;H0YBC8;Q9NQB0-5;Q9NQB0-10;Q9NQB0-15;Q9NQB0-7;Q9NQB0-3;Q9NQB0-14;C6ZRK5;Q9NQB0-4;Q9NQB0-16;Q9NQB0-9;Q9NQB0-12;H0YEE5;H0YBP2;E5RJ51;E5RG75;E5RG34;E5RGQ1;Q9HCS4;H0YBM1	P36402-5;P36402-7;P36402-11;B7WNT5;P36402;P36402-15;P36402-13;P36402-9;P36402-3;P36402-6;P36402-4;P36402-12;P36402-16;P36402-8;P36402-14;P36402-10;P36402-2	6;5;5;5;5;5;5;5;5;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1	6;5;5;5;5;5;5;5;5;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1	4;3;3;3;3;3;3;3;3;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1	Transcription factor 7	TCF7	55	6	6	4
P36404;V9GYD0;P36404-2	P36404;V9GYD0;P36404-2	10;8;8	10;8;8	10;8;8	ADP-ribosylation factor-like protein 2	ARL2;ARL2-SNX15	3	10	10	10
P36507;G5E9C7;A0A1B0GUL7;M0R1B6	P36507;G5E9C7	7;4;3;2	7;4;3;2	5;2;2;2	Dual specificity mitogen-activated protein kinase kinase 2	MAP2K2	4	7	7	5
P36542-2;P36542	P36542-2;P36542	3;3	3;3	3;3	ATP synthase subunit gamma, mitochondrial	ATP5C1	2	3	3	3
P36543;P36543-3;P36543-2;C9J8H1;Q96A05	P36543;P36543-3;P36543-2;C9J8H1	23;20;20;14;7	23;20;20;14;7	23;20;20;14;7	V-type proton ATPase subunit E 1	ATP6V1E1	5	23	23	23
P36578;H3BM89;H3BU31;H3BTP7	P36578;H3BM89	44;29;21;18	44;29;21;18	44;29;21;18	60S ribosomal protein L4	RPL4	4	44	44	44
P36915;A0A140T8Y2;P36915-2;A2AB27	P36915;A0A140T8Y2;P36915-2	29;18;18;11	29;18;18;11	29;18;18;11	Guanine nucleotide-binding protein-like 1	GNL1	4	29	29	29
P36954;K7EKS1;K7EK49	P36954;K7EKS1	5;4;1	5;4;1	5;4;1	DNA-directed RNA polymerase II subunit RPB9	POLR2I	3	5	5	5
P36957;P36957-2;Q86SW4	P36957;P36957-2	12;12;2	12;12;2	12;12;2	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial	DLST	3	12	12	12
P37108;H0YLA2	P37108;H0YLA2	13;10	13;10	13;10	Signal recognition particle 14 kDa protein	SRP14	2	13	13	13
P37268-5;P37268;E9PNM1;A0A1W2PQ47;P37268-4;P37268-3;P37268-2;E9PJG4	P37268-5;P37268;E9PNM1;A0A1W2PQ47;P37268-4;P37268-3;P37268-2	4;4;3;3;3;3;3;1	4;4;3;3;3;3;3;1	4;4;3;3;3;3;3;1	Squalene synthase	FDFT1	8	4	4	4
P37275-3;P37275-4;P37275-5;P37275;P37275-2;H0YMD3	P37275-3;P37275-4;P37275-5;P37275;P37275-2;H0YMD3	4;4;4;4;4;2	4;4;4;4;4;2	4;4;4;4;4;2	Zinc finger E-box-binding homeobox 1	ZEB1	6	4	4	4
P37802;X6RJP6;P37802-2;C9J5W6;Q9UI15	P37802;X6RJP6;P37802-2	6;5;5;1;1	6;5;5;1;1	6;5;5;1;1	Transgelin-2	TAGLN2	5	6	6	6
P37837;F2Z393;E9PM01;E9PKI8	P37837;F2Z393	33;25;2;2	33;25;2;2	33;25;2;2	Transaldolase	TALDO1	4	33	33	33
P38117-2;P38117;M0QY67	P38117-2;P38117;M0QY67	7;7;4	7;7;4	7;7;4	Electron transfer flavoprotein subunit beta	ETFB	3	7	7	7
P38159;P38159-2;H3BT71;H0Y6E7;Q96E39;H3BUY5;H3BR27;P38159-3;H3BNC1;A0A1B0GUK8;O75526	P38159;P38159-2;H3BT71;H0Y6E7;Q96E39;H3BUY5	30;27;24;23;20;17;10;10;5;5;4	30;27;24;23;20;17;10;10;5;5;4	29;27;23;22;19;17;9;9;5;4;3	RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed;RNA binding motif protein, X-linked-like-1	RBMX;RBMXL1	11	30	30	29
P38432	P38432	4	4	4	Coilin	COIL	1	4	4	4
P38606;P38606-2;C9JVW8;C9JA17;F8WDJ3	P38606;P38606-2	38;37;11;10;1	38;37;11;10;1	38;37;11;10;1	V-type proton ATPase catalytic subunit A	ATP6V1A	5	38	38	38
P38646;A0A3B3ITI4;D6RJI2;D6RA73;H0Y8S0;A0A3B3ITN1;H0Y8K0	P38646	60;19;15;8;5;2;1	60;19;15;8;5;2;1	51;19;15;8;5;2;1	Stress-70 protein, mitochondrial	HSPA9	7	60	60	51
P38935;F5GX64;F5H5K3;H3BRR1	P38935;F5GX64;F5H5K3;H3BRR1	4;3;2;2	4;3;2;2	4;3;2;2	DNA-binding protein SMUBP-2	IGHMBP2	4	4	4	4
P39019;M0R2L9;M0QXK4;M0QYF7;M0R140;A0A075B6E2	P39019;M0R2L9;M0QXK4;M0QYF7;M0R140	19;12;12;12;12;6	19;12;12;12;12;6	19;12;12;12;12;6	40S ribosomal protein S19	RPS19	6	19	19	19
P39023;G5E9G0;B5MCW2;H7C422;H7C3M2;F8WCR1;Q92901	P39023;G5E9G0;B5MCW2;H7C422;H7C3M2	29;26;22;18;15;6;3	29;26;22;18;15;6;3	29;26;22;18;15;6;3	60S ribosomal protein L3	RPL3	7	29	29	29
P39748;P39748-2;F5H1Y3;I3L3E9	P39748;P39748-2	21;18;9;8	21;18;9;8	21;18;9;8	Flap endonuclease 1	FEN1	4	21	21	21
P39880-2;P39880;P39880-3;A0A2R8Y852;P39880-4;P39880-5;A0A2R8YDI1;P39880-6	P39880-2;P39880;P39880-3;A0A2R8Y852;P39880-4;P39880-5;A0A2R8YDI1;P39880-6	6;6;6;5;5;5;4;4	6;6;6;5;5;5;4;4	5;5;5;4;4;4;3;3	Homeobox protein cut-like 1	CUX1	8	6	6	5
P40121-2;P40121	P40121-2;P40121	1;1	1;1	1;1	Macrophage-capping protein	CAPG	2	1	1	1
P40222	P40222	19	19	19	Alpha-taxilin	TXLNA	1	19	19	19
P40227;P40227-2	P40227;P40227-2	60;54	60;54	54;49	T-complex protein 1 subunit zeta	CCT6A	2	60	60	54
P40306;J3QQN1	P40306	10;2	10;2	10;2	Proteasome subunit beta type-10	PSMB10	2	10	10	10
P40337-3;P40337;P40337-2	P40337-3;P40337;P40337-2	6;6;5	6;6;5	6;6;5	Von Hippel-Lindau disease tumor suppressor	VHL	3	6	6	6
P40425	P40425	2	2	2	Pre-B-cell leukemia transcription factor 2	PBX2	1	2	2	2
P40429;M0QYS1;Q8J015;Q6NVV1;M0QZU1;A0A096LPE0	P40429;M0QYS1;Q8J015	18;16;14;7;2;2	18;16;14;7;2;2	18;16;14;7;2;2	60S ribosomal protein L13a	RPL13A;RPL13a	6	18	18	18
P40692;H0Y818;P40692-3;P40692-2;A0A087WX20;F2Z298;E9PF25;H0Y5L7;H0Y4N0;C9JZ54;H0Y806	P40692;H0Y818;P40692-3;P40692-2	10;8;8;5;3;2;2;1;1;1;1	10;8;8;5;3;2;2;1;1;1;1	10;8;8;5;3;2;2;1;1;1;1	DNA mismatch repair protein Mlh1	MLH1	11	10	10	10
P40763;P40763-3;G8JLH9;K7EP08	P40763;P40763-3;G8JLH9	23;22;19;1	23;22;19;1	1;1;1;0	Signal transducer and activator of transcription 3;Signal transducer and activator of transcription	STAT3	4	23	23	1
P40818;A0A075B720;H0YNL5;H0YKV1;H0YM47;H0YLS3;H0YM17;H0YLH2	P40818	23;11;4;4;3;2;2;2	23;11;4;4;3;2;2;2	4;2;2;2;1;0;0;0	Ubiquitin carboxyl-terminal hydrolase 8	USP8	8	23	23	4
P40818-2	P40818-2	21	2	2	Ubiquitin carboxyl-terminal hydrolase 8	USP8	1	21	2	2
Q5QNY5;P40855;E9PS71;B7Z8B3;P40855-5;H0YJ60	Q5QNY5;P40855;E9PS71;B7Z8B3;P40855-5	7;7;4;4;4;1	7;7;4;4;4;1	7;7;4;4;4;1	Peroxisomal biogenesis factor 19	PEX19	6	7	7	7
P40925;P40925-3;B9A041;P40925-2;C9JF79;C9JRL4;B8ZZ51;C9JLV6	P40925;P40925-3;B9A041;P40925-2;C9JF79;C9JRL4;B8ZZ51	6;6;5;5;4;3;3;1	6;6;5;5;4;3;3;1	6;6;5;5;4;3;3;1	Malate dehydrogenase, cytoplasmic;Malate dehydrogenase	MDH1	8	6	6	6
P40926-2;P40926	P40926-2;P40926	1;1	1;1	1;1	Malate dehydrogenase, mitochondrial	MDH2	2	1	1	1
P40937;P40937-2;F5H5S0	P40937;P40937-2	9;5;2	9;5;2	9;5;2	Replication factor C subunit 5	RFC5	3	9	9	9
P40938;P40938-2;A0A087X270	P40938;P40938-2	13;13;3	13;13;3	13;13;3	Replication factor C subunit 3	RFC3	3	13	13	13
P41091;Q2VIR3;Q2VIR3-2;H7BZU1	P41091;Q2VIR3;Q2VIR3-2	26;18;13;9	26;18;13;9	26;18;13;9	Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein	EIF2S3;EIF2S3L	4	26	26	26
P41134-2;P41134	P41134-2;P41134	3;3	3;3	3;3	DNA-binding protein inhibitor ID-1	ID1	2	3	3	3
P41162	P41162	2	2	2	ETS translocation variant 3	ETV3	1	2	2	2
P41208;Q12798	P41208	5;2	5;2	5;2	Centrin-2	CETN2	2	5	5	5
P41212	P41212	3	3	3	Transcription factor ETV6	ETV6	1	3	3	3
Q5SY38;P41214	Q5SY38;P41214	2;2	2;2	2;2	Eukaryotic translation initiation factor 2D	EIF2D	2	2	2	2
P41223;P41223-2;F8WCN7;C9JCD9	P41223;P41223-2	3;3;1;1	3;3;1;1	3;3;1;1	Protein BUD31 homolog	BUD31	4	3	3	3
P41227;P41227-2;F8W808;A8MWP7;C9JN83;C9JW55;Q9BSU3;H0Y8T0	P41227;P41227-2;F8W808;A8MWP7;C9JN83	21;20;12;12;11;9;8;2	21;20;12;12;11;9;8;2	21;20;12;12;11;9;8;2	N-alpha-acetyltransferase 10	NAA10	8	21	21	21
P41229-2;P41229-5;P41229;P41229-3;P41229-4;Q9BY66-3;Q9BY66;Q9BY66-2;E9PFH2;C9JGA3;A0A3B3IS31;A0A3B3ISK2;A0A3B3IT85;A0A3B3IT51;H7BZF9;A0A3B3ITR1;F8WF56	P41229-2;P41229-5;P41229;P41229-3;P41229-4	18;18;18;15;12;8;8;7;6;4;1;1;1;1;1;1;1	18;18;18;15;12;8;8;7;6;4;1;1;1;1;1;1;1	16;16;16;14;11;6;6;5;5;3;0;0;0;0;1;0;1	Lysine-specific demethylase 5C	KDM5C	17	18	18	16
P41236;Q6NXS1	P41236;Q6NXS1	15;11	15;11	1;1	Protein phosphatase inhibitor 2;Protein phosphatase inhibitor 2-like protein 3	PPP1R2;PPP1R2P3	2	15	15	1
P41240;H3BUM9;H3BU69;K7ENL8;K7ES68;K7EQY5;P42679-3;P42679;P42679-2	P41240;H3BUM9	4;2;1;1;1;1;1;1;1	4;2;1;1;1;1;1;1;1	4;2;1;1;1;1;1;1;1	Tyrosine-protein kinase CSK	CSK	9	4	4	4
P41250;F8WCK4;H7C443	P41250	55;2;1	55;2;1	55;2;1	Glycine--tRNA ligase	GARS	3	55	55	55
P41252;A0A0A0MSX9;J3KR24;Q5TCD1;Q5TCC6	P41252;A0A0A0MSX9;J3KR24	58;55;54;8;7	58;55;54;8;7	58;55;54;8;7	Isoleucine--tRNA ligase, cytoplasmic	IARS	5	58	58	58
P41743	P41743	4	4	4	Protein kinase C iota type	PRKCI	1	4	4	4
P42025	P42025	14	6	6	Beta-centractin	ACTR1B	1	14	6	6
P42166;P42167-3	P42166	35;10	35;10	25;0	Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin	TMPO	2	35	35	25
P42224;P42224-2;J3KPM9;E7EPD2;D2KFR9;E7ENM1;H7BZ88;H7BZB5;E9PH66	P42224;P42224-2;J3KPM9	35;30;29;12;12;7;2;2;1	35;30;29;12;12;7;2;2;1	35;30;29;12;12;7;2;2;1	Signal transducer and activator of transcription 1-alpha/beta;Signal transducer and activator of transcription	STAT1	9	35	35	35
P42226;A0A1W2PNW1;P42226-3;P42226-2;G3V2X7;H0YJH6;G3V5I8;G3V370;G3V5K5;Q5FBW6;G3V2L2;G3V2M3;G3V3E9;G3V2H4;G3V568;H0YIY2	P42226;A0A1W2PNW1;P42226-3;P42226-2	11;10;10;9;4;3;2;2;2;1;1;1;1;1;1;1	11;10;10;9;4;3;2;2;2;1;1;1;1;1;1;1	11;10;10;9;4;3;2;2;2;1;1;1;1;1;1;1	Signal transducer and activator of transcription 6	STAT6	16	11	11	11
P42285;H0Y8U3;H0YAC4;D6REC7	P42285	22;3;2;2	22;3;2;2	22;3;2;2	Superkiller viralicidic activity 2-like 2	SKIV2L2	4	22	22	22
P42331-5;P42331-3;P42331-6;P42331;P42331-4;H7C4P1;C9JB56;P42331-2;F8WAV9;F8WDF6;B7Z8K7	P42331-5;P42331-3;P42331-6;P42331;P42331-4;H7C4P1;C9JB56;P42331-2	8;8;8;8;8;7;5;4;1;1;1	8;8;8;8;8;7;5;4;1;1;1	8;8;8;8;8;7;5;4;1;1;1	Rho GTPase-activating protein 25	ARHGAP25	11	8	8	8
P42338	P42338	1	1	1	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	PIK3CB	1	1	1	1
P42345;B1AKP8	P42345	10;2	10;2	10;2	Serine/threonine-protein kinase mTOR	MTOR	2	10	10	10
P42566;B1AUU8;P42566-2;S4R3U1	P42566;B1AUU8;P42566-2	14;13;10;2	14;13;10;2	14;13;10;2	Epidermal growth factor receptor substrate 15	EPS15	4	14	14	14
P42574;A8MVM1;C9JXR7	P42574;A8MVM1;C9JXR7	8;6;5	8;6;5	8;6;5	Caspase-3;Caspase-3 subunit p17;Caspase-3 subunit p12	CASP3	3	8	8	8
P42575;A0A087WYM1;C9JRR9;P42575-2	P42575	3;1;1;1	3;1;1;1	3;1;1;1	Caspase-2;Caspase-2 subunit p18;Caspase-2 subunit p13;Caspase-2 subunit p12	CASP2	4	3	3	3
P42677;C9J1C5	P42677	9;3	9;3	4;0	40S ribosomal protein S27	RPS27	2	9	9	4
P42684-7;P42684-5;P42684-6;P42684;P42684-8;P42684-4;P42684-10;P42684-2;P42684-3	P42684-7;P42684-5;P42684-6;P42684;P42684-8;P42684-4;P42684-10;P42684-2;P42684-3	3;3;3;3;2;2;2;2;2	3;3;3;3;2;2;2;2;2	2;2;2;2;1;1;1;1;1	Abelson tyrosine-protein kinase 2	ABL2	9	3	3	2
P42695;E9PQA3;E9PKK4;G3V1A9	P42695	6;2;1;1	6;2;1;1	6;2;1;1	Condensin-2 complex subunit D3	NCAPD3	4	6	6	6
P42696;P42696-2;A2A2V2;Q5TCT4;H7C5M1	P42696;P42696-2;A2A2V2;Q5TCT4	8;7;6;5;3	8;7;6;5;3	8;7;6;5;3	RNA-binding protein 34	RBM34	5	8	8	8
P42704;A0A0C4DG06;B8ZZ38;C9JCA9;H7C3W8	P42704	72;22;21;18;2	72;22;21;18;2	72;22;21;18;2	Leucine-rich PPR motif-containing protein, mitochondrial	LRPPRC	5	72	72	72
P42765;A0A0B4J2A4;K7EME0;K7EJB1;K7EJ68;K7ER88	P42765;A0A0B4J2A4;K7EME0	23;22;18;3;3;2	23;22;18;3;3;2	23;22;18;3;3;2	3-ketoacyl-CoA thiolase, mitochondrial	ACAA2	6	23	23	23
P42766;F2Z388	P42766;F2Z388	5;3	5;3	5;3	60S ribosomal protein L35	RPL35	2	5	5	5
P42768;C9J3B7	P42768	23;10	23;10	23;10	Wiskott-Aldrich syndrome protein	WAS	2	23	23	23
P42785;P42785-2;E9PNF7;E9PQB5;E9PL85;E9PNJ1;E9PQN3;E9PKN6;E9PIG4	P42785;P42785-2	5;4;2;1;1;1;1;1;1	5;4;2;1;1;1;1;1;1	5;4;2;1;1;1;1;1;1	Lysosomal Pro-X carboxypeptidase	PRCP	9	5	5	5
P42858;A0A3B3IU44	P42858	18;1	18;1	18;1	Huntingtin	HTT	2	18	18	18
P43034;P43034-2;I3L3N5;I3L495	P43034	19;8;5;4	19;8;5;4	19;8;5;4	Platelet-activating factor acetylhydrolase IB subunit alpha	PAFAH1B1	4	19	19	19
P43250-2;F8W9W2;P43250-3;P43250;D6RHX8;P34947	P43250-2;F8W9W2;P43250-3;P43250;D6RHX8	7;6;6;6;5;1	7;6;6;6;5;1	7;6;6;6;5;1	G protein-coupled receptor kinase 6	GRK6	6	7	7	7
P43362;P43358;P43363;A0A075B7A9	P43362;P43358;P43363	4;2;2;1	4;2;2;1	4;2;2;1	Melanoma-associated antigen 9;Melanoma-associated antigen 4;Melanoma-associated antigen 10	MAGEA9;MAGEA4;MAGEA10	4	4	4	4
